26882	당시 부업 안내	겸직·소득·대상차이	부업 대상 안내로 원문 보존한다. 현재 사업자 교육에 직접 옮기기 어렵고 법률·사규 판단은 별도 확인이 필요하다.
26858	영업 방법·예시	진단제안·영업·고객문제	고객 상황을 보고 짧게 제안하는 영업 방식. 예시를 실제 수주나 검증된 전환율로 바꾸지 않는다.
26359	도구 개발 기록	제목·AI·작업시간	제목 도구와 유형화의 시도. 도구가 고객 이해나 기획을 대신했다는 결론을 덧붙이지 않는다.
26276	영업 자료·양식	진단·상담·리드	무료 진단 자료를 통해 상담 접점을 만드는 방식. 양식 제공과 실제 계약 성과를 구분한다.
26168	가정 계산·의견	단가·서비스범위·생산성	업무 숙련과 제공 범위가 단가에 미치는 관계를 설명하는 자료. 연차별 시급은 보장된 통계가 아닌 조건부 계산이다.
26016	상담 예시	문제진단·비용·제안	고객과 비용 대비 효과를 논의하는 상담 구조. 실제 본인 계약으로 사용하지 않으며 원문 계산 수치는 재검산한다.
25990	개발 계획	AI·실행지원·교육	실행을 돕는 도구 구상과 개발 중 기록. 완성된 제품·확인된 성과로 소개하지 않는다.
25967	개인 성찰	비교·성장·노력	타인의 결과를 부러워하는 감정과 자신의 투입을 돌아보는 글. 고객사 성공의 객관적 조건으로 일반화하지 않는다.
25878	직접 경험·의견	이자카야·실패·마케팅	마케팅을 갖추지 못한 사업 경험과 부채 이야기. 사업 시작과 고객 확보 준비의 관계를 설명할 때 사용한다.
25856	타인 사례·성찰	습관·변화·선택	친구의 변화 사례를 통해 기존 행동을 바꾸는 어려움을 설명한다. 본인 사업 성과로 전환하지 않는다.
25827	직접 경험·의견	고객정보·판매·실력	부동산 등 경험에서 시험식 지식과 판매 상황의 차이를 본 관점. 수입 기준을 보편적인 판별법으로 쓰지 않는다.
25764	의견·방법론	책임·가격·가치	투입 시간뿐 아니라 맡는 책임과 제공 가치를 가격과 연결하는 논리적 참고 자료다.
25726	개인 관계 사례	관계·오해·응대	일상에서 상대를 잘못 판단한 이야기를 고객 이해에 연결한 글. 실제 고객 불만 처리 사례로 바꾸지 않는다.
25695	직접 경험	AI·문제정의·외주	엑셀 외주와 AI로 수식을 구한 경험. 실행 기술보다 문제를 구체적으로 설명하는 능력을 논의할 때 활용한다.
25653	혼합 사례·성찰	도전·공동체·지지	도전을 지지받지 못하는 상황에 대한 생각. 도입의 타인 가족 이야기를 본인의 가족 경험으로 오인하지 않는다.
25591	의견·예시	목표·행동·통제가능성	원하는 결과와 직접 실행할 수 있는 행동을 구분하는 자료. 고객 목표를 업무로 구체화할 때 참고한다.
25558	일상 경험·가정 예시	문제해결·정보·고객응대	문제가 생겼을 때 비난보다 필요한 정보를 찾는 관점. 고객 사진·대금 등의 예시는 실제 사건 여부를 유지한다.
25534	일상 경험	정보부족·문제정의	필요한 정보를 몰라 비용을 쓴 장면. 진단 전 정보 확인의 비유이며 의료적 조언으로 쓰지 않는다.
25443	직접 경험·성찰	부채·자산·조급함	이자카야 부채와 토지 관련 부담을 돌아본 기록. 자산 보유와 현금 흐름·이익은 다른 수치로 취급한다.
25412	직접 경험·의견	실패·역량·사업준비	퇴사 충동보다 기술과 마케팅 역량을 점검하자는 생각. 본인 실패 배경은 유지하되 타인에게 같은 선택을 강요하지 않는다.
25378	의견	피드백·소통·고객관계	불편한 말의 문자 그대로와 의도를 구분하는 관점. 다른 성향의 고객과 일할 때 참고한다.
25343	직접 경험	기회·이자카야·선택	20대에 받은 사업 제안을 돌아본 글. 제안·선택·이후 결과는 원문 순서대로 확인해 사용한다.
25334	일상 경험·성찰	연습·성과·개선	볼링 연습 경험에서 노력과 당장의 결과 차이를 본 기록. 마케팅 실험의 비유로 한정한다.
25256	직접 경험	기록·성찰·판단축적	일상 생각을 꾸준히 적은 이유. 대행 경험을 다음 판단에 활용할 기록으로 남기는 설명에 참고한다.
24659	외부 메시지 분석·예시	영업문구·고객상황·진단	문자 제안의 구조를 분석한 자료. 원치 않는 메시지 발송을 지시한 것으로 확대하지 않는다.
24637	모집 공지	수요확인·커뮤니티	특정 대상을 찾는 모집 글. 제안 대상과 반응을 확인하는 운영 자료로 보존한다.
24586	마케팅 사례 분석	커뮤니티·신뢰·광고	댓글 등을 활용하는 기존 마케팅 방식의 분석. 실제 본인 실행·성과로 단정하거나 기만 방식을 권장하는 근거로 쓰지 않는다.
24564	매체에 대한 의견	SNS·시기·노출	당시 플랫폼 환경에서 본 진입 기회. 현재 알고리즘이나 누구나 얻을 성과로 확정하지 않는다.
24509	실행 계획	일정·프로젝트·목표	부업 프로젝트의 기간과 계획. 실행 완료와 결과를 별도로 확인한다.
24406	개인 성찰	관계·비판·가치관	지지와 비판을 받아들이는 태도. 고객관계 논의에 사용할 때 실제 사건과 해석을 구분한다.
24348	일상 경험·의견	루틴·실행·지속	하기 싫은 날의 최소 행동을 고민한 기록. 일관된 업무 수행을 설명하는 개인 배경으로 사용한다.
24284	운영 기록	회고·참여·실행	하루 평가와 블로그데이 참여 기록. 신청자 수와 실제 참석자 수를 구분한다.
24194	일상 경험	진단·원인·기대	통증에 대한 본인 경험을 통한 생각. 진단의 비유로만 다루고 치료법의 근거로 사용하지 않는다.
24172	제작 근황	콘텐츠·피드백	유튜브 대본과 반응에 대한 기록. 화면 지표를 매출이나 고객사 효과로 바꾸지 않는다.
24167	일상 성찰	감정·관점	날씨를 보며 떠올린 개인 생각. 직접적인 대행 실적 근거보다 개인 목소리를 이해하는 자료다.
24160	교육 운영	작업분해·글쓰기·교육	글쓰기를 단계로 나누어 가르치려는 구성. 대행 작업을 설명 가능하게 만드는 관점으로 참고한다.
23990	직접 경험·의견	사업경험·성장·비교	오랜 사업 경험을 바탕으로 초반 수준과 발전 속도를 구분하는 관점. 경력 자체를 모든 업종의 성공 보증으로 쓰지 않는다.
23887	방법론	마케팅학습·수정·피드백	남과의 비교보다 자기 작업을 개선하는 관점. 대본·기획의 반복 개선을 설명하는 자료다.
23779	채용 경험·가정	채용·가치제안·관계	채용을 경험한 입장에서 직장인에게 제안하는 관점. 가정 속 행동을 실제 이력으로 쓰지 않는다.
23628	현상 해석	타깃·노출·평판	콘텐츠가 맞지 않는 사람에게 닿을 때 생기는 반응에 대한 해석. 특정 유명인의 실제 원인을 입증하는 자료는 아니다.
23598	경험·방법론	노출·클릭·전환	글의 완성도와 별도로 고객이 발견하고 선택하고 행동하는 흐름을 본다. 단계별 병목을 설명할 때 활용한다.
23576	교육 가정	글쓰기·단순화·교육	초등학생에게 가르친다는 가정으로 작업을 단순화한 설명. 실제 수업 운영 사건으로 바꾸지 않는다.
23548	질문 안내	진단·질문·정보	질문의 구체성이 답변의 구체성에 영향을 준다는 관점. 고객 상담 전 필요한 정보를 받는 이유로 활용한다.
23463	직접 경험·의견	정보소비·기록·콘텐츠	유튜브를 만드는 사람으로서 정보를 소비하는 태도. 관찰을 기획에 쓰는 본인 습관의 자료다.
23424	직접 경험·분석	후킹·설득·표현	본인의 과한 후킹을 돌아본 이야기와 표현 사례. 주목시키는 것과 납득시키는 것을 구분할 때 활용한다.
23406	타인·본인 경험	실행·광고·학습	동생의 일과 본인의 유료 광고 경험이 함께 있는 글. 각 화자와 투입 금액을 분리해 사용한다.
23356	타인 사례	학습·집중·실행	동생의 공부 과정에 관한 사례. 이세란 자신의 공부 이력으로 바꾸지 않는다.
23336	강의 공지	교육설계·운영	강의 개편 과정의 기록. 변경 계획과 시행 결과는 구분한다.
23134	자료 모음	색인·생각변화	기존 글을 묶은 목차 자료. 링크된 사건을 이 글의 새로운 사건으로 중복 집계하지 않는다.
23049	방법론·도구	측정·예측·데이터	자기 실행 데이터를 쌓아 수입을 가늠하려는 방법. 고정 수입 약속이 아니라 측정과 가정의 자료다.
23019	꿈·계획	팀·비전	함께 일하는 사람에 대한 바람과 미래 계획. 이미 달성한 조직 성과로 표현하지 않는다.
22953	행사 공지	교육운영·모집	블로그데이 모집 기록. 독립된 고객사 스토리가 없어도 원문 단위로 보존한다.
22770	직접 경험	팀·관계·교육	최근 행복했던 세 가지 일의 기록. 타인의 행동과 본인의 감상을 구분해 팀 운영 배경으로 사용한다.
22555	수강생 사례·본인 반응	계약·실행·피드백	처음 계약이 취소된 수강생의 이후 소식. 다른 사람의 수주를 본인 실적으로 옮기지 않는다.
22506	직접 경험	팀·이별·역할	함께 일한 팀원과 헤어지는 기록. 대행 고객 이탈 사건으로 바꾸지 않는다.
22339	교육 운영	글쓰기·작업시간·실행	블로그를 쓰는 장애물을 줄이려는 행사 구성. 품질과 작업 시간 사이에서 실행을 돕는 관점이다.
22182	직접 경험·성찰	콘텐츠·정체성·완성도	자신과 맞지 않는 과거 영상과 제작 부담을 돌아본 기록. 자기 목소리를 유지하는 기획에 참고한다.
22100	방법론	영업·전환·피드백	영업량을 늘리기 전에 계약이 안 되는 이유를 확인하는 관점. 설문과 피드백을 통한 진단 자료로 활용한다.
21947	방법 제안	훈련·글쓰기·수익화	돈을 받으며 글쓰기를 연습하는 방법 제안. 제안된 활동을 본인의 실제 수주 경험으로 사용하지 않는다.
21522	가정 사업 설계	파티룸·고객·마케팅	파티룸을 한다면 어떻게 할지 생각한 가정. 실제 파티룸 운영 이력으로 바꾸지 않는다.
21444	교육 경험	루틴·교육·실행	5주 오프라인 강의 뒤 본 실행 지원의 필요. 일·주·월 단위 운영을 설명하는 참고 자료다.
21041	개인 일상	관계·관찰	생일과 일상 관찰 기록. 제목이나 짧은 장면에서 임의로 고객 성과를 도출하지 않는다.
20821	관찰·추론	고객동선·업종·관찰	컴퓨터 수리와 청소업 등의 관찰에서 마케팅을 추론한 퀴즈. 추측을 당사자에게 확인된 경영 전략으로 바꾸지 않는다.
20705	사업 아이디어	글쓰기·고객문제·상품기획	프러포즈 글 등 글쓰기 수요에서 만든 아이디어. 실제 출시하거나 매출을 낸 사업으로 쓰지 않는다.
20479	의견·방법론	시간가치·외주·단가	시간과 몸값에 대한 생각. 고객에게 제공하는 가치와 작업 분담을 논의할 때 참고한다.
20383	직접 경험·방법론	유튜브·카페·목표	채널에서 카페로 이어지는 목적과 지표에 관한 설명. 구독자나 조회수와 사업 목적을 구분할 때 활용한다.
20234	가정·수강생 사례	영업·실행·초기성과	A/B 가정과 실제 수강생의 초기 영업 경험을 구분한다. 작은 수입을 능력과 실행의 데이터로 해석하는 자료다.
20038	루틴 제안	뉴스·콘텐츠·관찰	뉴스 제목 등을 콘텐츠 관찰에 활용하는 방법. 제목의 월 수입을 루틴의 보장 결과로 쓰지 않는다.
19672	개인 성찰	노력·전달·감정	노력과 마음이 상대에게 닿지 않을 때의 속상함을 어릴 적 어머니와의 대화로 돌아본 글. 사업 실패나 특정 고객과의 분쟁으로 추정하지 않는다.
19541	교육 경험·의견	실행·피드백·교육	강의를 들은 뒤 실제 연습하는 태도에 대한 관찰. 수강생 전체의 인과관계를 입증하는 통계로 쓰지 않는다.
18961	일상 관찰·의견	습관·소비·선택	호두과자 구매 등의 일상에서 떠올린 생각. 실제 투자 이력이나 확정된 사업 기회로 바꾸지 않는다.
18743	직접 경험	음식점·매출·시간	음식점 매출 목표를 이루어도 여행과 시간의 자유가 따르지 않았던 경험. 매출·이익·대표의 시간은 분리해서 본다.
18672	가정 사업 설계	PT·고객·서비스	PT 트레이너라면 어떻게 할지 설계한 글. 실제 PT 사업을 운영했다는 이야기로 바꾸지 않는다.
18037	외부 자료 해석	부·통계·목표	당시 외부 보고서를 읽은 생각. 개인 경험이 아니며 숫자는 발표 시점과 출처를 재확인해야 한다.
17927	의견	사업선택·실행	부업을 선택하고 실행하는 방식에 대한 자료. 현재 B2B 강의에서는 고객 문제와 실행 과제를 고르는 관점만 검토한다.
17677	방법론	목표·과제·실행	막연한 목표를 구체적 할 일로 바꾸는 관점. 고객사 계획을 실제 작업으로 정의할 때 참고한다.
17492	직접 경험·성찰	믿음·목표·실행	다른 유튜버를 본 감정과 행동의 관계. 의지만 강조하지 않고 실행을 방해하는 생각을 돌아본 기록이다.
17205	학원 경험·방법론	가르침·학습·조직	학생이 다른 학생에게 설명하는 구조에서 본 학습. 대행사의 지식 공유와 작업 설명에 적용 가능한 해석이다.
16109	개인 경험·커뮤니티	관계·모임	성인이 된 후 관계를 만들기 위한 모임의 의미. 고객 획득 성과보다 관계 형성 배경으로 활용한다.
15434	외부 일화·의견	실행·평가	콜럼버스의 달걀 같은 비유를 통한 실행의 가치. 본인의 실제 사건이나 검증된 역사 근거로 단정하지 않는다.
14788	의견·외부 개념	성장·지속·단계	중간에 포기하지 않도록 성장 단계를 보는 생각. 인용 연구나 용어는 사실 근거로 쓰기 전 출처를 확인한다.
14748	개인·외부 사례	반복·학습·기간	많이 하는 것과 오래 하는 것의 비교. 건강 관련 수치와 외부 수업 사례는 사업 성과의 증거로 바꾸지 않는다.
12849	영업 방법론	상담·계약·제안	짧은 시간에 대행 제안을 구성하는 방식. 제목의 시간을 모든 계약에 대한 보장으로 사용하지 않는다.
12285	비유·방법론	실험·오답·학습	시도에서 틀린 부분을 기록하고 개선하는 관점. 성공 확률은 실측 통계가 아닌 비유·설명과 구분한다.
12228	직접 경험·향후 계획	채널성장·팀·비전	유튜브 10만 기념과 함께 일한 사람들에 대한 기록. 고객 수와 채용 등 향후 목표를 달성 실적으로 쓰지 않는다.
12148	직접 경험·방법론	실행지연·과제분해	강의 개편을 미루는 문제를 학원에서 쓰던 학습 방법과 연결한 글. 생각을 실제 과제로 바꾸는 사례다.
9911	교육 운영·수강생 사례	실행지원·문의·지속	프로그램 중도 포기와 빠른 문의 사례를 함께 보존한다. 성공 사례만 떼어 누구에게나 같은 결과가 난다고 쓰지 않는다.
8351	직접 경험	감사·관계·교육	구독자와 수강생을 만난 뒤 감사를 표현한 기록. 거래 이전의 관계와 소통을 설명할 때 참고한다.
7484	경력 총정리	사업이력·대행·채널	학원·음식점·대행 등 여러 일을 정리한 자전적 원천. 개별 사업의 기간·중단 여부·매출을 분리해 읽는다.
7089	진행 중 도전	사업선택·실행·문의	30일 도전의 20일차 기록. 최종 결과가 아닌 중간 단계임을 유지한다.
6928	운영 근황	대행계약·콘텐츠·업무량	유튜버 마케팅 계약 등 늘어난 업무의 근황. 구체적 성과는 원문에 있는 범위만 사용한다.
6750	채널 운영·방법론	쇼츠·롱폼·퍼널	짧은 영상과 긴 영상의 역할 및 사업 목적을 검토하는 자료. 당시 1주 성과를 보편적 알고리즘 공식으로 쓰지 않는다.
6360	외부 사례·해석	사업구조·공급·기회	다른 기업의 공급 구조와 기회에 대한 이야기. 타인의 사업 구조를 본인의 소유나 매출로 바꾸지 않는다.
6138	진행 중 고민	채널기획·아이디어	새 채널을 준비하며 생긴 생각과 답답함. 아직 실행하지 않은 아이디어를 결과로 쓰지 않는다.
6013	행사 후기	나눔·교육·관계	이벤트와 관계 형성의 후기. 행사 가치·표시 금액과 실제 이익을 구분한다.
5854	직접 경험	여행·업무·자유	여행하면서 일할 때 실제로 시간이 잘게 나뉘는 경험. 사업의 시간 구조와 기대를 논의할 때 활용한다.
5770	개인 근황	여행·상담·일	여행 중 상담을 준비한 근황. 업무와 일상의 실제 장면으로 사용하고 결과는 덧붙이지 않는다.
5619	의견·외부 주장	생각·글쓰기·설득	생각과 글쓰기의 역할을 논의하는 자료. 체중·연구 관련 주장은 건강 조언이나 검증된 인과로 사용하지 않는다.
5511	교육 운영 성찰	교육·실행지원·고객가치	가르치는 내용만으로 행동이 따라오지 않는다는 고민. 서비스 제공 이후 실제 사용과 실행을 돕는 관점이다.
5417	직접 경험·의견	성공경험·매체선택·진단	이미 성공한 블로그·유튜브 방식에 사고가 묶이는 문제. 고객 상황에 맞는 방법을 새로 보는 자료다.
5367	직접 경험·성찰	글쓰기·입력·제작	강의를 많이 촬영한 뒤 글이 안 써졌던 장면. 개인 경험이며 독서와 성과의 과학적 인과로 일반화하지 않는다.
5314	직접 경험·방법론	말하기·기획·학습	유튜브 운영 중 말하기를 준비하는 관점. 당시 구독자 수와 본인이 느낀 방법을 분리한다.
5196	의견	지속·실력·자기평가	꾸준함과 실력 차이를 돌아보는 글. 타인의 실패 원인을 단정하는 진단으로 사용하지 않는다.
5144	직접 경험·성찰	사업이력·적합성·선택	여러 일을 해도 자신에게 맞는 일을 찾는 고민. 수익이 큰 업종을 단번에 고르는 공식으로 쓰지 않는다.
5050	타인 강의·해석	성장단계·온라인판매	매출 6000억 대표의 강의에서 들은 구분. 그 매출을 이세란의 회사나 본인 대행 성과로 사용하지 않는다.
4860	가정 사업 설계	달고나·수요·마케팅	학교 앞 달고나 판매를 가정한 사고 실험. 실제 운영한 점포로 만들거나 예시 속 위장 수요를 권장하지 않는다.
4800	자전적 경험	학원·실패·부채·자산	학원 운영과 부채 이후의 경로를 담은 핵심 개인 원천. 자산 규모·매출·이익을 구분하고 당시 숫자를 유지한다.
4768	학원 경험·의견	실행·피드백·성과차이	같은 수업을 듣고도 결과가 달라진다는 질문에서 시작하는 글. 실행 조건의 차이를 설명하되 인과를 단정하지 않는다.
4447	사업 경험·가정 계산	손익·생존·최소매출	안 되는 시기를 버틸 최소 매출과 비용을 먼저 계산하는 관점. 휴대폰·무인카페 계산은 가정이며 제목·본문의 보장 표현을 현재 강의 약속으로 쓰지 않는다.
4386	민감한 개인 경험	자기기대·감정·일	본인이 공개한 개인 진료 경험. 원문은 보존하되 진단을 덧붙이거나 대행 성과의 원인으로 단정하지 않는다.
4236	삽입 게시물·개인 경험	학원·블로그자산·실행	학원을 중단한 뒤에도 블로그로 수업 문의가 온 경험과 전화를 실행에 비유한 글. 카페 HTML에 보존된 인스타그램 메타데이터를 근거로 하며 현재 인스타 본문 재확인과 구분한다.
4215	개인 관계·방법론	생각차이·소통	연인과 생각이 어긋나는 유형에 대한 이야기. 고객과의 의견 차이를 설명하는 비유로 사용하며 고객사 사건으로 바꾸지 않는다.
2678	직접 경험	실험·학습·반복	김치전을 여러 번 만들며 비율을 조정한 경험. 정답 탐색만 하기보다 작은 실행에서 배우는 비유다.
2237	사업 검토 중	학원·인력·사업선택	수학 학원 재시작을 고민한 글. 검토 중인 사업과 인력 구상을 실제 개업으로 쓰지 않는다.
2103	학원 경험·의견	지식공유·학습·제안	지식을 나누며 이해가 깊어지는 관점. 나눔이 반드시 부를 만든다는 보장 논리로 사용하지 않는다.
1982	개인 경험·목표	팀·보상·동기	함께 일하는 사람의 월급을 높이려는 방향으로 목표를 바꾼 경험. 미래 보상 목표와 당시 순수익 변화를 구분한다.
1748	외부 게시물 안내	관계·소통	인스타그램 게시물 안내가 중심인 글. 카페에 저장된 설명을 넘어 영상 내용과 세 가지 특징을 추정하지 않는다.
1740	개인 성찰·미결정	성장·정체성·방향	어떤 유튜버와 어떤 부자가 될지를 고민한 기록. 아직 답을 정하지 않았다는 상태를 유지한다.
1652	직접 경험·방법론	작업분해·외주·시간	인터넷 강의 한 편을 만드는 준비·제작 시간을 나눈 경험. 대표가 해야 할 일과 맡길 일을 구분하는 설명에 활용한다.
1474	운영 제안	기록·선언·실행	매일 다른 행동을 하도록 데일리 선언을 만든 기록. 개선율을 실제 측정한 지표로 쓰지 않는다.
1226	경험·의견	제안·나눔·관계	먼저 나누는 태도와 제안의 순서에 대한 생각. 특정 날짜로 부자가 될 사람을 객관적으로 판별할 수 있다는 근거는 아니다.
1222	의견	실력·목표·실행	새해 기대보다 실력을 쌓자는 주장. 실제 미래 성과 예측으로 쓰지 않는다.
1039	비유·성찰	반응·선택·목표	축구와 일상 상황을 통해 스스로 선택할 반응을 돌아본 글. 확률·기적 표현을 사업 통계로 사용하지 않는다.
